raw_sentence,clean_text,textblob_polarity,sentiment_textblob
RT @INHED_Ireland: The programme for #inhed2023 @QUBelfast is now live at https://t.co/sW2Rb3hp67. Looking forward to seeing you all thereâ€¦,#inhed2023 Looking live programme seeing forward,0.14,Partially Positive
The programme for #inhed2023 @QUBelfast is now live at https://t.co/sW2Rb3hp67. Looking forward to seeing you all there on March 29-30th. #meded #alliedhealth #hpe #healtheducation,#meded #alliedhealth #inhed2023 March Looking #hpe 30th #healtheducation live programme seeing forward,0.14,Partially Positive
"#Nature the great #destressor
https://t.co/usA3rOeyhL

#NaturePhotography #stressrelief #anxiety #stressmanagement #PictureOfTheDay #inspiration #healtheducation #healthylifestyle #nourishmentvitality #liveyourbestlife #weekendvibes https://t.co/Q14xHpTsly",#stressmanagement #Nature great #healthylifestyle #nourishmentvitality #PictureOfTheDay #healtheducation #destressor #liveyourbestlife #stressrelief #inspiration #anxiety #weekendvibes #NaturePhotography,0.8,Positive
"For more details, visit a Comprehensive PHC in your LGA today!

#HealthEducation #HealthPromotion
#SafeMotherhood
#DemandGeneration
#LSPHCB 
#ARFH",#LSPHCB #ARFH #SafeMotherhood today #HealthPromotion Comprehensive #DemandGeneration detail visit #HealthEducation,0.0,Neutral
"@DegenRolf It would have a substantial role if it featured #healthEducation, digital/media literacy (indirectly), and increased the interest/motivation for cognitively engaging work.
See https://t.co/5CLg9JGihL (any feedback / more sources for that new section there appreciated)",digital literacy source #healthEducation indirectly motivation appreciated section substantial would feedback role increased interest engaging work medium cognitively featured,0.2,Partially Positive
"Join us on Monday with @HISD_HPE and @GurlsGettingFit ! Lets share, learn, and discuss important questions surrounding #healtheducation! The more knowledge and experience the better - get the word out and share this post!ðŸŒŸ https://t.co/ED1jtkVu1Z",knowledge learn share Monday discus important #healtheducation better word Join question Lets experience post surrounding,0.45,Partially Positive
"Walk a mile in your patients' shoes. 

ðŸ”— https://t.co/xupgdYHX60

#healthcaresimulation #meded #clinicalskills #geriatriccare #pregnancy #maternity #midwifery #medicalsimulation #nursingsimulation #nursingeducation #healtheducation https://t.co/mY2seU9Q8q",Walk #meded #geriatriccare #nursingsimulation #nursingeducation #midwifery patient #maternity #healtheducation #clinicalskills shoe #pregnancy #medicalsimulation #healthcaresimulation mile,0.0,Neutral
"liver cirrhosis treatment 
#drpradeepkushwaha #brahmhomeo #homeopathy #livertreatment  #cirrhosisoflivertreatment #cuses  #treatment #healtheducation #healthytips #healtheducation  #healthylifestyle #health  #singandsymptoms #prevention #knowledge #viralvideo #viral #viralpost https://t.co/GzrDIgycdg",#viralpost #homeopathy #drpradeepkushwaha #healthytips #healtheducation #livertreatment cirrhosis #cuses #viral #health #knowledge #treatment #healthylifestyle liver #singandsymptoms #prevention treatment #cirrhosisoflivertreatment #brahmhomeo #viralvideo,0.0,Neutral
"liver cirrhosis treatment 
#drpradeepkushwaha #brahmhomeo #homeopathy #livertreatment  #cirrhosisoflivertreatment #cuses  #treatment #healtheducation #healthytips #healtheducation  #healthylifestyle #health  #singandsymptoms #prevention #knowledge #viralvideo #viral #viralpost https://t.co/irQFeWwFbO",#viralpost #homeopathy #drpradeepkushwaha #healthytips #healtheducation #livertreatment cirrhosis #cuses #viral #health #knowledge #treatment #healthylifestyle liver #singandsymptoms #prevention treatment #cirrhosisoflivertreatment #brahmhomeo #viralvideo,0.0,Neutral
"Problems related brain treatment in Homeopathy
#drpradeepkushwaha #brahmhomeo #homeopathy #treatmentofbrain #treatment #causes #symptoms #prevention #diseases #health #healthylifestyle #healthyliving #healtheducation #knowledge #healthcare #homeopathymedicine #homeopathyhealthcar https://t.co/laQ1FUYntO",#homeopathy #drpradeepkushwaha #treatmentofbrain #healtheducation Problems #homeopathyhealthcar #health brain #knowledge #treatment #homeopathymedicine #healthylifestyle Homeopathy #prevention treatment #healthcare #brahmhomeo #causes related #diseases #healthyliving #symptoms,0.0,Neutral
"Track 5: Patient Education
#callforabstract for the  #13NHPSUCG2023 in Los Angeles, USA, on November 15â€“18, 2023. 
Submit Here: https://t.co/UPxB4TFf9c 
 
#healtheducation #publichealth #diseaseprevention #healthcare #Nursing #Healthandwellness #Patienteducation #physicaltherapy https://t.co/8nvXjn5X93",#diseaseprevention Education #physicaltherapy Track #callforabstract Here #13NHPSUCG2023 #healtheducation #Healthandwellness 2023 Patient November Submit Angeles #publichealth #Patienteducation #healthcare #Nursing,0.0,Neutral
"Keep streaming on youtube using the link  below ðŸ‘‡
https://t.co/6yEo5AAMBa

#kasoofficial #healtheducation #fypã‚·viral https://t.co/sRf8ju9uJc",link youtube streaming using Keep #kasoofficial #healtheducation #fyp viral,0.0,Neutral
RT @ashleymoretz: â€œProviding #healtheducation in a way the patient can understand can empower patients to completely change their health thâ€¦,completely understand Providing patient empower #healtheducation change health,0.1,Partially Positive
RT @ashleymoretz: â€œProviding #healtheducation in a way the patient can understand can empower patients to completely change their health thâ€¦,completely understand Providing patient empower #healtheducation change health,0.1,Partially Positive
"@TexasTribune And THAT is a sure way to increase the numbers of both #TeenPregnancies AND #STD's.
WHO on earth advises the @GOP on #Health &amp; #HealthEducation? 
They have become a REAL #HealthThreat. 
C'OMON #TEXAS: FIRE THE #REPUBLICANS.",#STD #REPUBLICANS #HealthThreat THAT advises FIRE sure become OMON increase #TeenPregnancies earth #Health number They REAL #TEXAS #HealthEducation,0.35,Partially Positive
"Aromatherapy in Cancer Care Micro-Credential. 

Register hereâœï¸https://t.co/a1nhIKVh5Z

ðŸŒŸðŸ’²Regular price: $225
ðŸŒŸðŸ’²Active ACHS students: $99 price.

#ACHS #ACHSedu #ACHScollege #HolisticHealth #Wellness #IntegrativeHealth #HealthEducation #Health #Aromatherapy #EssentialOils https://t.co/zwVRKN8MfZ",Aromatherapy #Health student #IntegrativeHealth price #ACHSedu #ACHS Micro Active #HealthEducation Credential #Wellness Cancer #HolisticHealth Care ACHS #EssentialOils Register Regular #Aromatherapy #ACHScollege,-0.07,Partially Negative
RT @CathyCawley10: @SimonLal_12 leads the @ESPENorg 2023 conference connecting globally #intestinalfailure #healtheducation #teaching #bestâ€¦,lead conference globally #teaching #best #healtheducation 2023 connecting #intestinalfailure,0.5,Positive
RT @CathyCawley10: @SimonLal_12 leads the @ESPENorg 2023 conference connecting globally #intestinalfailure #healtheducation #teaching #bestâ€¦,lead conference globally #teaching #best #healtheducation 2023 connecting #intestinalfailure,0.5,Positive
RT @thebspllc: Morally Gray Cast released two songs on all music platforms!! Animated monologue video coming soon so make sure to follow usâ€¦,released music Cast platform song monologue sure soon make Animated video Morally coming Gray follow,0.25,Partially Positive
"What is CRP and what does it measure? 

#MedTwitter #TwitteRx #HeartDisease #HealthEducation
 https://t.co/Qwpfk2iiIM",measure What #MedTwitter #HeartDisease #HealthEducation #TwitteRx,0.0,Neutral
RT @CathyCawley10: @SimonLal_12 leads the @ESPENorg 2023 conference connecting globally #intestinalfailure #healtheducation #teaching #bestâ€¦,lead conference globally #teaching #best #healtheducation 2023 connecting #intestinalfailure,0.5,Positive
One of our most important jobs is to educate the public so you know how to stay healthy and happy! #education #publichealth #healtheducation #healthandwellness #ATCPHD #cityofabilene https://t.co/aD01BKYaks,public know #healthandwellness stay important #healtheducation #ATCPHD healthy job happy #education #publichealth #cityofabilene educate,0.43,Partially Positive
"@SimonLal_12 leads the @ESPENorg 2023 conference connecting globally #intestinalfailure #healtheducation #teaching #bestpractice, fantastic attendance from all around the ðŸŒ @kirstine_farrer @sarahkelly200 @SimonHarrison4 @mike_taylor12 https://t.co/FESSjNnNSa",lead conference globally #teaching fantastic around attendance #healtheducation 2023 connecting #intestinalfailure #bestpractice,0.2,Partially Positive
"New #healtheducation releaseðŸŽ‰â€¼ï¸ ðŸ‘

Live Well: Comprehensive High School Health helps students gain the higher-order knowledge and skills necessary to live well and achieve health and #wellness. Standards- and skills-based text. Learn more ðŸ‘‰ https://t.co/ZFtnH8sRIr. #healthed https://t.co/n3SzaYGDGj",knowledge Learn well Live text High #healtheducation based Comprehensive gain student help achieve #wellness release necessary live skill Standards Well higher health Health School #healthed order,0.14,Partially Positive
"At RealFactsWorld, we believe in sharing accurate and reliable information about health and wellness. That's why we've written this blog post to help you understand what a positive Rubella IgG test result means and what you need to do next.https://t.co/NsqQlTgdQC #healtheducation",RealFactsWorld reliable #healtheducation help understand information That believe blog result accurate positive Rubella written need health wellness sharing test mean post next,0.08,Partially Positive
"Short, restrictive time frames limit peoples' abilities to make logical, #Educated choices. 

There's no room here for rational #DecisionMaking based on quality #HealthEducation. This could pressure people into potentially dangerous situations. https://t.co/WWePsMZ47g",people time dangerous Short based limit pressure make #HealthEducation frame rational room restrictive #DecisionMaking quality logical could There choice ability #Educated situation This potentially,-0.09,Partially Negative
"Are you stressed?
We have brought to you ""9 Simple Ways to Relieve Stress"".
Your health is important!

#lapoinstitute #healthyliving #stress #livingwell #healtheducation https://t.co/xiIZl2Uy0L",health #stress Stress Ways important brought #healtheducation Simple #livingwell #healthyliving #lapoinstitute stressed Your Relieve,0.2,Partially Positive
RT @ADiallo2018: Now- Odumase Krobo -Lower Manya Krobo. Technology Enabled Girls Education- Happy to be in the historical Presbytery site 2â€¦,Enabled Krobo Education site Technology Lower Presbytery Odumase historical Girls Manya Happy,0.4,Partially Positive
"RT @PeerHealthExch: It's official, folks! ðŸŽ‰ Dr. Angela Glymph is the new head honcho at Peer Health Exchange, and we couldn't be happier!â€¦",Glymph Angela head folk Peer Exchange Health official happier honcho,0.0,Neutral
"Have a lovely weekendâœ¨
#healtheducation
#polycythemia
#BloodFacts 
#BloodDonation
#blooddonor
#tbdn
#livesaver

Giving safe blood to save livesâ¤ï¸",Have #BloodFacts life #polycythemia #livesaver #blooddonor weekend save #tbdn #healtheducation Giving lovely safe blood #BloodDonation,0.5,Positive
RT @ADiallo2018: Now- Odumase Krobo -Lower Manya Krobo. Technology Enabled Girls Education- Happy to be in the historical Presbytery site 2â€¦,Enabled Krobo Education site Technology Lower Presbytery Odumase historical Girls Manya Happy,0.4,Partially Positive
"White spot treatment in Homeopathy
#drpradeepkushwaha #brahmhomeo #homeopathy #whitespots #whitespottreatment #treatment #causes #symptoms #prevention #diseases #health #healthylifestyle #healthyliving #healtheducation #knowledge #healthcare #homeopathymedicine https://t.co/CgNEAZYFLB",#homeopathy #drpradeepkushwaha #healtheducation White #whitespottreatment #health #knowledge #treatment #homeopathymedicine #healthylifestyle Homeopathy #prevention treatment #healthcare #brahmhomeo spot #causes #diseases #healthyliving #whitespots #symptoms,0.0,Neutral
"Learning from the lessons of the past. 
 #CivilRights #HealthEquity #HealthEducation https://t.co/wLNWnouq0s",#HealthEquity past #CivilRights Learning lesson #HealthEducation,-0.25,Partially Negative
The answer is true! Women and girls can experience the same hemophilia symptoms as men and boys. Discover more about the impact of hemophilia on women and girls with our educational resources: https://t.co/w6AiDntUb0 #HemophiliaAwareness #WFHResearchAndEducation #HealthEducation.,woman #HemophiliaAwareness Discover answer #WFHResearchAndEducation resource symptom educational hemophilia true girl Women experience boy impact #HealthEducation,0.3,Partially Positive
"Now Hiring: Middle School Counselor (#Richmond, California) Richmond College Prep Schools #job #GuidanceCounseling #GroupCounseling #IndividualizedEducationProgram #HealthEducation #BehaviorManagement #Psychology #Counseling #DecisionMaking #Teaching https://t.co/5I7ZdY1FEz https://t.co/nOUwrOh3y5",#Counseling Schools #IndividualizedEducationProgram #Psychology California College #job #HealthEducation Counselor Prep #Richmond #Teaching #BehaviorManagement #DecisionMaking #GroupCounseling Hiring Middle #GuidanceCounseling School Richmond,0.0,Neutral
"Prestigious national group co-chaired by Elisa â€œBethâ€ McNeill named 2023 recipient of the Eta Sigma Gamma Honor Award https://t.co/50xjjV1wJB 

#healtheducation #TAMU #TAMUHealth #TIPH #ASPPH #publichealth #12thForHealth https://t.co/ZQAGEcxawm",Honor Prestigious #healtheducation Elisa group #ASPPH #TAMU McNeill named #publichealth national #TIPH Sigma #TAMUHealth Beth #12thForHealth 2023 recipient Gamma chaired Award,0.0,Neutral
"Our Core Values: FAITH IN GOD, LOVE, SERVICE, STEWARDSHIP
#OnlyJesusMedicalMission #service #give #giving #community #makeadifference #volunteer #donate #nonprofit #hospital #healthcare #worldmission #health #healing #healtheducation #covid19response #MizmorKafGimmelHospital https://t.co/0PLR76A4X1",#worldmission #giving #healtheducation Values #covid19response STEWARDSHIP #OnlyJesusMedicalMission #service #healing #health #volunteer #community #nonprofit #makeadifference FAITH Core #donate #healthcare SERVICE #MizmorKafGimmelHospital #hospital LOVE #give,0.5,Positive
